id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
683723373667046576,Rental unit in Vienna · 1 bedroom · 2 beds · 1 bath,472659859,Marko,,Landstra§e,48.1908502,16.3905367,Entire home/apt,173,1,2,2023-05-21,0.46,1,362,2,
676738484981041357,Rental unit in Vienna · ★4.90 · 1 bedroom · 2 beds · 1 bath,424447543,Dino,,Meidling,48.1811297,16.3363573,Entire home/apt,92,3,83,2023-08-17,6.16,3,37,70,
683802242427479191,Rental unit in Vienna · ★5.0 · 2 bedrooms · 2 beds · 1.5 baths,437800735,Bernhard,,Landstra§e,48.19507,16.41013,Entire home/apt,291,3,12,2023-08-07,1.02,3,320,12,
683806415985306902,Serviced apartment in Vienna · ★4.95 · 2 bedrooms · 4 beds · 1 bath,472677674,Vladimir,,Simmering,48.1702411,16.4156697,Entire home/apt,200,2,37,2023-01-22,2.80,1,240,29,
676774759134528301,Condo in Vienna · ★4.55 · 2 bedrooms · 2 beds · 1.5 baths,465997593,Ella,,Donaustadt,48.22228,16.45185,Entire home/apt,66,1,11,2023-05-22,0.81,1,0,4,
683887010886438922,Hotel in Vienna · ★4.54 · 1 bedroom · 1 bed · 1 private bath,397795822,The Social Hub,,Leopoldstadt,48.22532150364429,16.388392466294455,Private room,999,1,24,2023-08-19,4.11,15,360,24,
676782445835183390,Condo in Vienna · ★5.0 · 1 bedroom · 1 bed · 1 bath,231835395,Julia,,Rudolfsheim-Fnfhaus,48.19029949999999,16.3318133,Entire home/apt,55,6,4,2023-08-13,0.31,1,288,3,
677280445053193154,Rental unit in Vienna · ★5.0 · 3 bedrooms · 3 beds · 1 shared bath,90556356,Felix,,Josefstadt,48.21162048279177,16.35351321330784,Private room,110,2,3,2022-09-04,0.23,4,161,0,
683917637853207962,Condo in Vienna · ★5.0 · 2 bedrooms · 3 beds · 1 bath,353754,Hannes,,Leopoldstadt,48.21965,16.37533,Entire home/apt,100,30,4,2023-05-05,0.39,1,36,4,
677327558892282449,Vacation home in Vienna · ★5.0 · 1 bedroom · 2 beds · 1 bath,19664436,Sabine Und Bernd,,Landstra§e,48.19377,16.4096,Entire home/apt,247,2,24,2023-08-30,1.89,5,144,19,
683921368592291677,Rental unit in Vienna · ★4.81 · 1 bedroom · 1 bed · 1 bath,246545492,Jacqueline,,Wieden,48.19158,16.37684,Entire home/apt,107,2,21,2023-06-04,1.64,3,21,18,
677350000826233317,Rental unit in Vienna · ★5.0 · 1 bedroom · 2 beds · 1 bath,4031764,Pietro,,Alsergrund,48.22183,16.35187,Entire home/apt,120,3,4,2023-04-23,0.33,1,308,4,
683923306010890259,Aparthotel in Vienna · 1 bedroom · 1 bed · 1 private bath,397795822,The Social Hub,,Leopoldstadt,48.22375,16.38919,Private room,312,1,0,,,15,0,0,
677358185229425939,Condo in Vienna · ★5.0 · 1 bedroom · 1 bed · 1 bath,795373,Andreas,,Landstra§e,48.19902,16.4005,Entire home/apt,59,12,3,2023-06-19,0.23,2,0,2,
677404920633160588,Home in Vienna · ★4.85 · 1 bedroom · 1 bed · 1 shared bath,211124951,Jakob,,Josefstadt,48.209,16.34237,Private room,31,2,20,2023-01-22,1.49,2,0,12,
684024098620078391,Condo in Vienna · ★4.93 · 2 bedrooms · 2 beds · 1.5 baths,127700832,Muhammed,,Wieden,48.1966162,16.3597818,Entire home/apt,168,3,45,2023-08-04,3.46,2,325,40,
684147994704172322,Rental unit in Vienna · ★4.69 · 2 bedrooms · 2 beds · 1 bath,106634851,Michael,,Meidling,48.18483,16.33748,Entire home/apt,120,2,45,2023-08-14,3.40,55,316,39,
677408403592564228,Rental unit in Vienna · ★4.38 · 1 bedroom · 1 bed · 1 bath,470730219,Rafael,,Leopoldstadt,48.2148,16.3886,Entire home/apt,86,2,97,2023-09-07,7.19,2,62,89,
677445865200752083,Condo in Vienna · ★4.85 · 1 bedroom · 1 bed · 1 bath,252955210,Victor,,Rudolfsheim-Fnfhaus,48.1998473,16.3226184,Entire home/apt,51,4,48,2023-09-05,3.59,21,53,43,
684513307440890030,Condo in Vienna · ★4.91 · 2 bedrooms · 2 beds · 2.5 baths,127700832,Muhammed,,Wieden,48.196547224300645,16.360012337047237,Entire home/apt,211,2,46,2023-08-12,3.53,2,313,41,
678076454111667654,Rental unit in Vienna · ★4.74 · Studio · 1 bed · 1 bath,471250685,Jana Zoe,,Brigittenau,48.23473,16.37316,Entire home/apt,62,1,57,2023-09-05,4.62,2,111,56,
684515308521219567,Rental unit in Vienna · ★4.86 · 2 bedrooms · 2 beds · 1.5 baths,472865908,Doris,,Alsergrund,48.22271,16.36653,Entire home/apt,246,2,22,2023-08-14,1.76,1,120,21,
684612125199203188,Rental unit in Vienna · ★4.67 · Studio · 1 bed · 1 bath,30156389,Darebell,,Liesing,48.14088,16.31343,Entire home/apt,70,7,3,2022-09-01,0.23,41,0,0,
678083162315846444,Rental unit in Vienna · ★4.84 · 1 bedroom · 1 bed · 2 baths,25918623,Patrick,,Favoriten,48.18127052240834,16.37232829577027,Entire home/apt,98,2,31,2023-08-19,2.63,2,129,31,
684659914682592591,Rental unit in Vienna · ★4.33 · 1 bedroom · 1 bed · 1 shared bath,87980527,Christian,,Innere Stadt,48.21123,16.36374,Private room,80,1,6,2022-08-18,0.45,1,0,0,
678102130624357748,Rental unit in Vienna · ★5.0 · 1 bedroom · 2 beds · 1 bath,129960877,Mary & Kiki,,Leopoldstadt,48.21622,16.3833,Entire home/apt,214,1,5,2023-08-20,0.43,35,103,5,
678102180288253522,Rental unit in Vienna · ★4.67 · 1 bedroom · 1 bed · 1 bath,129960877,Mary & Kiki,,Leopoldstadt,48.2168759,16.3840021,Entire home/apt,183,1,3,2023-06-28,0.36,35,101,3,
678209218620969867,Home in Vienna · 1 bedroom · 2 beds · 2.5 baths,7418316,Eva,,Floridsdorf,48.28744,16.44692,Entire home/apt,165,5,0,,,1,365,0,
684689156148007966,Rental unit in Vienna · 1 bedroom · 1 bed · 1 bath,212371612,Lisa,,Mariahilf,48.19288050397605,16.35101283966499,Entire home/apt,70,3,2,2023-07-20,0.15,1,3,1,
684691032383279149,Condo in Vienna · ★4.83 · 1 bedroom · 2 beds · 1 bath,21312617,Viktoria,,Donaustadt,48.2385977,16.4324905,Entire home/apt,94,2,24,2023-08-25,1.95,1,206,23,
678215337590600716,Loft in Vienna · 1 bedroom · 1 bed · 2 baths,471303269,Michael,,Brigittenau,48.2290424,16.3705037,Entire home/apt,128,2,2,2022-10-31,0.15,2,67,1,
684714584084321891,Rental unit in Vienna · 1 bedroom · 2 beds · 1 bath,273756993,Nathy,,Leopoldstadt,48.22391,16.40399,Entire home/apt,200,1,0,,,1,0,0,
678246261524523219,Rental unit in Vienna · ★4.91 · 1 bedroom · 1 bed · 1 bath,18190970,Bernadette,,Innere Stadt,48.207388792315435,16.36940773510015,Entire home/apt,116,2,11,2022-12-29,1.05,1,0,11,
684767888617488852,Condo in Vienna · ★4.67 · 2 bedrooms · 3 beds · 1 bath,411072483,Younan,,Floridsdorf,48.2684787,16.4410105,Entire home/apt,221,2,3,2023-07-23,0.40,3,355,3,
684846863035285028,Rental unit in Vienna · ★4.67 · 1 bedroom · 2 beds · 1.5 baths,15935294,Vienna Residence GmbH,,Margareten,48.18489,16.35149,Entire home/apt,128,7,3,2023-03-05,0.27,93,0,3,
678288394949200527,Rental unit in Vienna · ★5.0 · 1 bedroom · 3 beds · 1 bath,15799495,Christine,,Leopoldstadt,48.22604,16.39468,Entire home/apt,110,4,6,2022-11-01,0.45,1,0,2,
684947450049618593,Rental unit in Vienna · ★4.53 · 1 bedroom · 1 bed · 1.5 shared baths,28950610,Alexandra,,Mariahilf,48.19567,16.354,Private room,43,2,73,2023-08-20,5.52,1,9,63,
678625301760668522,Rental unit in Vienna · ★4.65 · 2 bedrooms · 2 beds · 1 bath,471127281,Alex,,Innere Stadt,48.20502,16.37389,Entire home/apt,219,2,26,2023-08-20,1.91,1,15,20,
685209566802632468,Condo in Vienna · ★4.77 · 1 bedroom · 1 bed · 1 bath,473052881,Banu,,Ottakring,48.2087,16.331,Entire home/apt,60,2,52,2023-08-20,4.07,2,53,50,
685277452049109288,Vacation home in Vienna · ★4.85 · 1 bedroom · 1 bed · 1 bath,300246929,Christian,,Innere Stadt,48.21211,16.36919,Entire home/apt,192,1,46,2023-06-28,3.47,23,305,37,
678795993669112956,Rental unit in Vienna · ★5.0 · 1 bedroom · 1 bed · 1 bath,369764263,Ben & Yannik,,Whring,48.22595718072138,16.330602388360578,Entire home/apt,95,1,10,2023-03-18,0.82,22,339,10,
685363794097043559,Rental unit in Vienna · ★4.76 · Studio · 2 beds · 1.5 baths,439542589,Carina,,Rudolfsheim-Fnfhaus,48.19985867549109,16.3272426897754,Entire home/apt,135,1,21,2023-08-26,2.93,5,342,21,
685289069273574354,Condo in Vienna · ★4.70 · 1 bedroom · 1 bed · 1 bath,473052881,Banu,,Ottakring,48.21068,16.33038,Entire home/apt,60,2,33,2023-08-16,2.56,2,63,31,
685293846129616794,Rental unit in Vienna · ★4.83 · 1 bedroom · 1 bed · 1 bath,369764263,Ben & Yannik,,Alsergrund,48.2305,16.36139,Entire home/apt,88,1,58,2023-08-16,4.62,22,346,55,
685364394593086818,Boutique hotel in Vienna · ★4.92 · 1 bedroom · 2 beds · 1 private bath,369764263,Ben & Yannik,,Alsergrund,48.2291,16.36121,Private room,83,1,13,2023-08-06,1.02,22,344,10,
685377371030391640,Rental unit in Vienna · ★5.0 · Studio · 2 beds · 1 bath,439542589,Carina,,Rudolfsheim-Fnfhaus,48.19930115218391,16.32721787371076,Entire home/apt,127,1,5,2023-08-01,0.80,5,336,5,
685296112674516941,Rental unit in Vienna · 3 bedrooms · 3 beds · 2 baths,385064248,Blueground,,Landstra§e,48.18923479999999,16.3855054,Entire home/apt,157,30,0,,,299,250,0,
685306344950267286,Rental unit in Vienna · ★4.0 · 1 bedroom · 1 bed · 1.5 shared baths,49828616,Amets,,Hietzing,48.19142,16.27815,Private room,35,1,4,2023-06-28,0.43,4,338,4,
685312494558360713,Boutique hotel in Vienna · ★4.33 · 1 bedroom · 2 beds · 1 shared bath,369764263,Ben & Yannik,,Alsergrund,48.22827,16.35938,Private room,84,1,3,2022-10-11,0.24,22,347,2,
685384616151672492,Rental unit in Vienna · ★4.76 · Studio · 2 beds · 1 bath,439542589,Carina,,Rudolfsheim-Fnfhaus,48.19836025083008,16.329362646906695,Entire home/apt,97,1,25,2023-09-02,4.14,5,314,25,
685320359829362392,Rental unit in Vienna · ★4.76 · Studio · 2 beds · 1 bath,439542589,Carina,,Rudolfsheim-Fnfhaus,48.19931825262286,16.327200067037328,Entire home/apt,97,1,17,2023-09-01,5.43,5,334,17,
694875625355377695,Condo in Vienna · ★4.87 · 1 bedroom · 1 bed · 1 bath,462546700,Teodor,,Donaustadt,48.22204,16.45132,Entire home/apt,53,1,31,2023-08-19,2.42,12,54,26,
685385977537559336,Boutique hotel in Vienna · ★5.0 · 1 bedroom · 2 beds · 1 private bath,369764263,Ben & Yannik,,Alsergrund,48.22861,16.35971,Private room,84,1,6,2022-09-29,0.47,22,324,1,
695374927679574101,Aparthotel in Vienna · ★4.71 · 1 bedroom · 4 beds · 2 baths,123181809,Panajotis,,Landstra§e,48.203853100761236,16.386894305673717,Entire home/apt,202,2,7,2023-08-21,1.83,5,0,7,
685390627236600631,Rental unit in Vienna · ★4.50 · Studio · 2 beds · 1.5 baths,439542589,Carina,,Rudolfsheim-Fnfhaus,48.1981890460181,16.327465620212923,Entire home/apt,95,1,4,2023-06-06,0.66,5,282,4,
695407838175935886,Hotel in Vienna · ★4.88 · 1 bedroom · 1 bed · 1 bath,397795822,The Social Hub,,Leopoldstadt,48.22372,16.38919,Private room,193,1,8,2023-08-15,1.57,15,357,8,
695413696694805160,Hotel in Vienna · 1 bedroom · 1 bed · 1 bath,397795822,The Social Hub,,Leopoldstadt,48.22367,16.38926,Private room,209,1,0,,,15,287,0,
685413121043262052,Boutique hotel in Vienna · ★4.77 · 1 bedroom · 1 bed · 1 private bath,369764263,Ben & Yannik,,Alsergrund,48.23029,16.36099,Private room,93,1,13,2023-04-25,1.03,22,347,12,
695415426529508391,Hotel in Vienna · 1 bedroom · 1 bed · 1 bath,397795822,The Social Hub,,Leopoldstadt,48.22299,16.39091,Private room,65,1,0,,,15,0,0,
685419037465071068,Condo in Vienna · ★4.14 · Studio · 1 bed · 1 bath,467757863,Apart Triester,,Favoriten,48.1718548,16.3519896,Entire home/apt,72,2,7,2023-01-01,0.58,40,157,7,
695435331476706552,Hotel in Vienna · 3 bedrooms · 3 beds · 2 baths,397795822,The Social Hub,,Leopoldstadt,48.22388,16.39072,Private room,832,1,0,,,15,327,0,
695438035202874043,Boutique hotel in Vienna · 2 bedrooms · 2 beds · 2 baths,397795822,The Social Hub,,Leopoldstadt,48.22364,16.38886,Private room,364,1,1,2023-04-23,0.22,15,359,1,
685434513187829029,Condo in Vienna · ★4.59 · Studio · 1 bed · 1 bath,467757863,Apart Triester,,Favoriten,48.1718548,16.3519896,Entire home/apt,83,1,17,2023-08-01,1.29,40,167,12,
685486685949469906,Rental unit in Vienna · 1 bedroom · 1 bed · 1.5 baths,36147549,Reem,,Landstra§e,48.19845,16.39874,Entire home/apt,49,28,1,2022-10-01,0.09,2,308,1,
685680517333058300,Rental unit in Vienna · ★4.39 · 1 bedroom · 2 beds · 1 bath,113065801,Igors,,Leopoldstadt,48.22216,16.38555,Entire home/apt,144,1,23,2023-08-27,1.78,3,0,21,
695439185853288819,Hotel in Vienna · 2 bedrooms · 2 beds · 2 baths,397795822,The Social Hub,,Leopoldstadt,48.22179,16.39023,Private room,416,1,0,,,15,346,0,
685680544971521016,Condo in Vienna · 1 bedroom · 2 beds · 1 bath,403207150,Igors,,Leopoldstadt,48.22409,16.38418,Entire home/apt,144,1,1,2022-10-12,0.09,3,0,1,
695447067600467974,Hotel in Vienna · 1 bedroom · 1 bed · 1 bath,397795822,The Social Hub,,Leopoldstadt,48.2235,16.38881,Private room,55,1,0,,,15,0,0,
685715835233434194,Condo in Vienna · 1 bedroom · 2 beds · 1 bath,403207150,Igors,,Landstra§e,48.19821,16.38499,Entire home/apt,123,4,0,,,3,120,0,
695461324625393792,Serviced apartment in Vienna · 1 bedroom · 2 beds · 1 bath,448716728,Vienna Luxury Apartments Schönbrunn,,Rudolfsheim-Fnfhaus,48.1868043,16.3314973,Entire home/apt,811,1,0,,,9,0,0,
686026862538788090,Condo in Vienna · 1 bedroom · 1 bed · 1 bath,389389007,Alexandra,,Alsergrund,48.23117,16.35506,Entire home/apt,80,2,2,2022-09-05,0.16,1,363,0,
695565932820425184,Condo in Vienna · ★4.60 · Studio · 1 bed · 1 bath,467757863,Apart Triester,,Liesing,48.1501838,16.3377255,Entire home/apt,85,1,10,2023-06-27,0.85,40,167,10,
695604362374045580,Condo in Vienna · ★4.84 · 1 bedroom · 2 beds · 1.5 baths,38635412,Angelika,,Rudolfsheim-Fnfhaus,48.18726,16.33452,Entire home/apt,80,3,19,2023-08-20,1.49,1,190,17,
686088427206317561,Serviced apartment in Vienna · ★4.74 · 3 bedrooms · 5 beds · 1 bath,31077018,Wendelin,,Innere Stadt,48.20882,16.3669,Entire home/apt,306,1,81,2023-08-17,6.12,10,8,74,
686122371800972567,Condo in Vienna · ★4.67 · 1 bedroom · 2 beds · 1 bath,451388163,Morris,,Meidling,48.18121,16.33952,Entire home/apt,92,1,6,2023-07-16,0.46,9,154,4,
696072109863362881,Rental unit in Vienna · 1 bedroom · 1 bed · 1 bath,385064248,Blueground,,Margareten,48.1840532,16.3600655,Entire home/apt,76,30,0,,,299,150,0,
686235781130577229,Rental unit in Vienna · ★4.91 · 1 bedroom · 2 beds · 1 bath,50653737,Hermann,,Innere Stadt,48.212,16.37036,Entire home/apt,234,1,47,2023-09-05,3.69,6,86,44,
686359782566841272,Condo in Vienna · 1 bedroom · 2 beds · 1 bath,217781867,John,,Rudolfsheim-Fnfhaus,48.19722,16.31533,Entire home/apt,66,2,0,,,2,0,0,
696098265255452427,Rental unit in Vienna · 1 bedroom · 1 bed · 1 bath,443980878,Rashida,,Penzing,48.198763676719146,16.27952742982365,Entire home/apt,52,1,0,,,1,61,0,
686671558887430302,Rental unit in Vienna · ★3.80 · 1 bedroom · 1 bed · 1 bath,280117579,Aleksandar,,Favoriten,48.17337178385604,16.36753309518099,Entire home/apt,99,2,5,2022-09-27,0.38,4,199,2,
696148188426255907,Hotel in Vienna · 1 bedroom · 1 bed · 1 bath,397795822,The Social Hub,,Leopoldstadt,48.22308253565576,16.390900289577804,Private room,158,1,0,,,15,355,0,
686676763235496823,Rental unit in Vienna · ★4.45 · 1 bedroom · 2 beds · 1.5 baths,27775775,Rene,,Brigittenau,48.23321,16.37123,Entire home/apt,52,1,65,2023-08-28,4.99,81,330,62,
696162371871074479,Hotel in Vienna · 1 bedroom · 1 bed · 1 bath,397795822,The Social Hub,,Leopoldstadt,48.22251,16.38891,Private room,333,1,0,,,15,2,0,
696163983808064136,Hotel in Vienna · 1 bedroom · 1 bed · 1 bath,397795822,The Social Hub,,Leopoldstadt,48.22254,16.38908,Private room,69,1,0,,,15,0,0,
696165842078928355,Hotel in Vienna · 1 bedroom · 2 beds · 1 bath,397795822,The Social Hub,,Leopoldstadt,48.22389,16.3897,Private room,208,1,0,,,15,349,0,
686744560480790224,Rental unit in Vienna · ★4.39 · 1 bedroom · 2 beds · 1 bath,27775775,Rene,,Leopoldstadt,48.22026,16.38478,Entire home/apt,52,1,64,2023-09-03,5.09,81,319,60,
686767736797858060,Rental unit in Vienna · ★4.64 · 1 bedroom · 2 beds · 1 bath,27775775,Rene,,Leopoldstadt,48.22193,16.38343,Entire home/apt,52,1,64,2023-08-20,4.87,81,319,58,
696169867795419147,Hotel in Vienna · 1 bedroom · 3 beds · 1 bath,397795822,The Social Hub,,Leopoldstadt,48.222,16.38946,Private room,343,1,0,,,15,359,0,
686953645954897132,Condo in Vienna · ★5.0 · 1 bedroom · 2 beds · 1.5 baths,185776,Viktoria,,Whring,48.22405,16.3429,Entire home/apt,86,2,20,2023-08-16,1.55,3,108,16,
696170799053820699,Hotel in Vienna · 1 bedroom · 1 bed · 1 bath,397795822,The Social Hub,,Leopoldstadt,48.22378,16.3893,Private room,217,1,0,,,15,356,0,
686979807327957061,Condo in Vienna · ★4.86 · 1 bedroom · 2 beds · 1 bath,90230565,Laura,,Alsergrund,48.22522,16.35716,Entire home/apt,89,3,65,2023-08-31,5.00,1,74,62,
687329767101913510,Rental unit in Vienna · ★4.92 · 1 bedroom · 2 beds · 1.5 baths,29748862,Osnat,,Leopoldstadt,48.2216143,16.3848139,Entire home/apt,90,3,38,2023-07-29,2.91,18,177,32,
687357088098403614,Condo in Vienna · ★4.69 · 1 bedroom · 2 beds · 1 bath,473577803,Simon,,Neubau,48.20166,16.34114,Entire home/apt,56,1,26,2023-08-23,2.23,1,4,26,
696183161552643394,Rental unit in Vienna · ★4.87 · 2 bedrooms · 2 beds · 1 bath,163588550,Esther,,Margareten,48.1843,16.35422,Entire home/apt,84,3,30,2023-09-04,2.44,1,346,29,
696213228483917514,Rental unit in Vienna · ★5.0 · Studio · 1 bed · 1 bath,2032537,Niko,,Margareten,48.187183,16.3586542,Entire home/apt,115,28,9,2023-08-20,0.78,6,342,9,
687535876281194072,Rental unit in Vienna · 1 bedroom · 4 beds · 1 bath,51562386,Karim,,Rudolfsheim-Fnfhaus,48.19939938213939,16.324172168970108,Entire home/apt,52,28,2,2022-12-23,0.17,23,189,2,
696378284104802300,Rental unit in Vienna · Studio · 1 bed · 1 bath,475659037,Felix Sebastian,,Landstra§e,48.19622,16.40407,Entire home/apt,39,60,0,,,1,279,0,
687623192044334482,Rental unit in Vienna · ★3.84 · Studio · 1 bed · 1 bath,416402573,Herbert,,Margareten,48.18491,16.36027,Entire home/apt,86,1,44,2023-08-23,3.33,40,350,39,
696720447775652100,Rental unit in Vienna · 1 bedroom · 1 bed · 1 shared bath,22879977,Luca,,Wieden,48.19715,16.36246,Private room,81,3,1,2022-12-05,0.11,1,6,1,
687658982342853228,Rental unit in Vienna · ★4.72 · 1 bedroom · 3 beds · 1 bath,1235709,Guido,,Landstra§e,48.1884117,16.3881576,Entire home/apt,124,1,18,2023-07-24,1.38,5,220,15,
687672453819495328,Rental unit in Vienna · ★4.74 · Studio · 2 beds · 1 bath,1235709,Guido,,Landstra§e,48.1884117,16.3881576,Entire home/apt,104,1,46,2023-08-19,3.50,5,282,42,
696940285191052280,Condo in Vienna · ★4.81 · 2 bedrooms · 5 beds · 1.5 baths,50103526,Reinhard,,Meidling,48.17604,16.33542,Entire home/apt,77,1,27,2023-08-31,2.19,1,328,26,
687679404133293479,Condo in Vienna · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,473647461,Katarina,,Whring,48.22411882979176,16.33521436501236,Entire home/apt,70,10,6,2023-06-10,0.56,1,329,6,
697519490694888290,Rental unit in Vienna · ★4.68 · 2 bedrooms · 3 beds · 1.5 baths,288328438,Julia,,Rudolfsheim-Fnfhaus,48.189,16.33395,Entire home/apt,89,1,41,2023-08-20,3.26,11,197,38,
697655230314049982,Condo in Vienna · ★5.0 · 1 bedroom · 3 beds · 1 bath,275028386,Lore,,Leopoldstadt,48.21973,16.38385,Entire home/apt,47,30,7,2023-08-09,0.67,2,115,7,
697690432679911902,Serviced apartment in Vienna · ★4.79 · 1 bedroom · 2 beds · 1.5 baths,473779995,Merlinda,,Whring,48.22159,16.34284,Entire home/apt,176,2,34,2023-06-09,2.69,56,301,32,
688274729214660238,Rental unit in Vienna · ★4.93 · 1 bedroom · 1 bed · 1 bath,473782801,Gudrun,,Favoriten,48.17498,16.36695,Entire home/apt,70,2,29,2023-08-26,2.27,1,81,27,
698156951616424140,Rental unit in Vienna · ★4.50 · 2 bedrooms · 3 beds · 1 bath,7147147,Emmanuel,,Innere Stadt,48.2161504,16.370509,Entire home/apt,183,1,12,2023-07-30,1.07,23,326,12,
688840407817749054,Serviced apartment in Vienna · ★4.65 · 1 bedroom · 2 beds · 1 bath,31077018,Wendelin,,Leopoldstadt,48.21575,16.38376,Entire home/apt,88,1,52,2023-08-10,3.98,10,317,45,
688864373392730296,Rental unit in Vienna · 1 bedroom · 1 bed · 2 shared baths,3171701,Isabella,,Landstra§e,48.20632,16.39129,Private room,21,92,0,,,17,22,0,
698529866407502851,Rental unit in Vienna · ★4.79 · 1 bedroom · 1 bed · 1.5 baths,476082609,Manuel,,Leopoldstadt,48.21961,16.40551,Entire home/apt,108,2,28,2023-08-13,2.28,2,65,27,
698529907204464483,Condo in Vienna · ★4.86 · 1 bedroom · 2 beds · 1 bath,476082609,Manuel,,Leopoldstadt,48.22347,16.40401,Entire home/apt,76,2,14,2023-08-21,1.14,2,73,13,
688871633329723516,Rental unit in Vienna · ★4.83 · 1 bedroom · 2 beds · 1 bath,249583292,Diana,,Innere Stadt,48.21146,16.36774,Entire home/apt,150,1,72,2023-08-21,5.54,35,116,66,
698979927274284742,Rental unit in Vienna · ★4.79 · 1 bedroom · 2 beds · 1 bath,54301002,Pia,,Landstra§e,48.19576,16.41076,Entire home/apt,118,2,48,2023-08-26,4.09,39,155,48,
688874283292310991,Rental unit in Vienna · 1 bedroom · 1 bed · 1 bath,3171701,Isabella,,Hernals,48.21756,16.32436,Entire home/apt,30,93,0,,,17,68,0,
689078040327081684,Rental unit in Vienna · ★4.89 · 1 bedroom · 3 beds · 1 bath,35508371,Markus,,Penzing,48.19793,16.30605,Entire home/apt,74,1,119,2023-09-05,9.11,15,355,107,
689520961246536679,Rental unit in Vienna · ★4.44 · 1 bedroom · 2 beds · 1.5 baths,42102939,Sebastian,,Innere Stadt,48.2115202,16.3629009,Entire home/apt,104,1,59,2023-08-23,4.65,1,311,55,
689525592344599201,Rental unit in Vienna · ★4.89 · 1 bedroom · 1 bed · 1.5 baths,474095930,Michal,,Neubau,48.20524229999999,16.3502063,Entire home/apt,91,2,28,2023-09-06,2.24,2,83,25,
699116570974711213,Rental unit in Vienna · ★5.0 · 2 bedrooms · 3 beds · 1 bath,435488974,Patrick,,Simmering,48.18400054990351,16.418666380079173,Entire home/apt,173,1,4,2023-07-03,0.48,1,351,4,
699123513307872816,Serviced apartment in Vienna · 1 bedroom · 2 beds · 1.5 baths,47886296,Eyal,,Favoriten,48.1842392,16.3841931,Entire home/apt,179,10,0,,,1,0,0,
689572582214061828,Condo in Vienna · ★4.80 · 2 bedrooms · 4 beds · 1 bath,474105280,Narek,,Landstra§e,48.19347,16.40744,Entire home/apt,122,2,80,2023-08-25,6.17,1,140,73,
699169871422140801,Rental unit in Vienna · ★4.98 · 1 bedroom · 2 beds · 1 bath,25163865,Dessy,,Rudolfsheim-Fnfhaus,48.19729,16.33683,Entire home/apt,75,2,50,2023-09-02,4.09,1,49,49,
689685932261602715,Condo in Vienna · ★5.0 · 2 bedrooms · 4 beds · 1 bath,284325245,Galina U. Ernst,,Meidling,48.18204,16.33328,Entire home/apt,93,4,22,2023-08-17,1.79,1,109,21,
699198846741628331,Condo in Vienna · ★5.0 · 1 bedroom · 1 bed · 1 bath,303045193,Lili,,Wieden,48.18817,16.37635,Entire home/apt,60,5,3,2023-01-04,0.29,1,7,3,
699293623201366267,Rental unit in Vienna · ★4.0 · 1 bedroom · 1 bed · 1 bath,391261165,Amanda,,Hernals,48.22197,16.32903,Entire home/apt,20,17,3,2023-08-06,0.33,2,269,3,
689790021181196791,Rental unit in Vienna · ★4.87 · 1 bedroom · 4 beds · 1.5 baths,474169875,Xiajie,,Favoriten,48.16885,16.36939,Entire home/apt,110,1,47,2023-08-30,3.63,6,94,40,
699336100192704581,Rental unit in Vienna · ★4.37 · 1 bedroom · 2 beds · 1 bath,476266595,Doris,,Alsergrund,48.21601,16.34379,Entire home/apt,79,1,30,2023-08-18,2.39,1,173,28,
689791615229083257,Serviced apartment in Vienna · 1 bedroom · 2 beds · 1.5 baths,20068276,Wilfried,,Hernals,48.21225599819031,16.338750790164116,Entire home/apt,240,3,2,2022-12-04,0.16,9,285,1,
689976354391206247,Loft in Vienna · 2 bedrooms · 4 beds · 1.5 baths,396663741,Magdalena Anna,,Landstra§e,48.1859,16.41879,Entire home/apt,96,2,1,2023-01-03,0.12,2,145,1,
699628754682804124,Rental unit in Vienna · 2 bedrooms · 2 beds · 1 bath,51562386,Karim,,Rudolfsheim-Fnfhaus,48.1993993,16.3241722,Entire home/apt,58,28,2,2023-05-23,0.18,23,202,2,
690325711441535341,Rental unit in Vienna · 3 bedrooms · 5 beds · 2 baths,404652017,Alpheus,,Whring,48.224072594797335,16.347227026860686,Entire home/apt,198,1,1,2023-04-21,0.21,61,340,1,
690363017948575774,Serviced apartment in Vienna · 1 bedroom · 2 beds · 1 bath,11687935,Raffael,,Mariahilf,48.19511676582905,16.34755130739321,Entire home/apt,126,30,0,,,25,31,0,
699648024464088020,Rental unit in Vienna · ★4.90 · 1 bedroom · 1 bed · 1 bath,441465731,Gernot,,Leopoldstadt,48.2243905,16.382958,Entire home/apt,71,1,20,2023-08-23,1.59,5,42,17,
690434635208733358,Condo in Vienna · ★5.0 · 2 bedrooms · 2 beds · 1 bath,1839032,Christian,,Penzing,48.19437,16.30469,Entire home/apt,123,3,8,2023-05-11,0.70,3,305,8,
690468470211661758,Condo in Vienna · ★5.0 · 1 bedroom · 1 bed · 1 bath,474331780,Mike,,Liesing,48.14239,16.31185,Entire home/apt,60,2,21,2023-07-27,1.69,1,0,20,
